"","station_id","station_name","lat","long","start_n","end_n","e_start_n","e_end_n","c_start_n","c_end_n","total","classic","electric"
"181","15666","California Ave & Lake St",41.8844295,-87.6962588333333,18,16,15,14,3,2,34,5,29
"182","15667","Western Ave & Monroe St",41.879788,-87.686113,45,42,23,23,18,17,87,35,46
"183","15668","Western Ave & Congress Pkwy",41.874654,-87.68637,105,96,76,70,27,26,201,53,146
"184","15682","Kedzie Ave & Roosevelt Rd",41.866554379,-87.706465602,1,4,1,1,0,0,5,0,2
"185","15685","Central Park Ave & Ogden Ave",41.8540635038745,-87.7151173353195,26,19,9,4,17,15,45,32,13
"186","15686","Kedzie Ave & 21st St",41.853534,-87.705073,5,1,2,0,2,1,6,3,0
"187","15687","Central Park Ave & 24th St",41.8481,-87.715068,0,0,0,0,0,0,0,0,0
"188","15689","California Ave & 23rd Pl",41.84910969176,-87.6951398068,17,15,8,7,9,7,32,16,15
"189","15691","Albany Ave & 26th St",41.84455049,-87.702010155,2,4,1,3,1,1,6,2,4
"190","15692","California Ave & 26th St",41.8436896666667,-87.6949431666667,8,6,5,4,3,2,14,5,9
"191","16010","Keystone Ave & Fullerton Ave",41.92459,-87.72785,18,18,9,9,8,8,36,16,18
"192","16806","Bosworth Ave & Howard St",42.0195248333333,-87.669437,10,9,2,3,8,6,19,14,5
"193","16903","Cicero Ave & Lake St",41.886841,-87.745261,8,6,3,4,4,1,14,5,7
"194","16905","Central Ave & Lake St",41.887664,-87.765469,3,2,0,0,2,2,5,4,0
"195","16906","Austin Blvd & Lake St",41.888073,-87.77432,10,7,3,2,7,5,17,12,5
"196","16907","Central Park Blvd & 5th Ave",41.875679,-87.71547,2,0,0,0,2,0,0,0,0
"197","16912","Cicero Ave & Flournoy St",41.872131,-87.746619,1,1,0,0,1,1,2,2,0
"198","16913","Cicero Ave & Quincy St",41.877613,-87.745405,1,1,0,0,0,0,2,0,0
"199","16915","Central Ave & Harrison St",41.872993,-87.764499,2,2,0,0,2,2,4,4,0
"200","16916","Central Ave & Madison St",41.880121,-87.763238,0,0,0,0,0,0,0,0,0
"201","16918","Austin Blvd & Madison St",41.880281,-87.774453,4,4,0,0,4,3,8,7,0
"202","16920","Central Ave & Chicago Ave",41.8949708333333,-87.7649376666667,14,5,7,2,5,3,19,8,9
"203","16921","Austin Blvd & Chicago Ave",41.894887,-87.774704,2,2,0,0,2,1,4,3,0
"204","16932","Ashland Ave & Pershing Rd",41.823465,-87.665577,10,4,1,1,9,3,14,12,2
"205","16933","Morgan St & Pershing Rd",41.823613,-87.650931,5,15,2,3,1,12,20,13,5
"206","16937","Ashland Ave & McDowell Ave",41.80887,-87.66454,7,11,6,6,1,5,18,6,12
"207","16940","Ashland Ave & 50th St",41.8030466666667,-87.6646855,2,2,1,1,1,1,4,2,2
"208","16948","Ashland Ave & 63rd St",41.7793695,-87.6649118333333,4,3,1,0,3,3,7,6,0
"209","16950","Ashland Ave & 66th St",41.774074,-87.663815,0,0,0,0,0,0,0,0,0
"210","16953","Vincennes Ave & 75th St",41.75797,-87.63121,3,3,0,0,3,3,6,6,0
"211","16970","Bennett Ave & 79th St",41.751785,-87.578496,0,0,0,0,0,0,0,0,0
"212","16991","Milwaukee Ave & Cuyler Ave",41.954468,-87.749594,9,7,4,3,4,3,16,7,7
"213","16994","Kilbourn Ave & Milwaukee Ave",41.9470708941847,-87.7400082349777,1,4,0,0,1,2,5,3,0
"214","17660","California Ave & Cortez St",41.900299191,-87.696992397,137,131,100,95,36,34,268,70,195
"215","18003","Fairbanks St & Superior St",41.895748,-87.620104,314,308,119,123,193,181,622,374,242
"216","18016","Bernard St & Elston Ave",41.949923,-87.713949,43,46,27,28,16,18,89,34,55
"217","18017","Central Park Ave & Bloomingdale Ave",41.914166,-87.716755,57,59,14,14,40,43,116,83,28
"218","18022","Archer (Damen) Ave & 37th St",41.826712,-87.683144,7,9,3,4,4,4,16,8,7
"219","18058","Leavitt St & Chicago Ave",41.895501,-87.682017,149,150,91,80,58,67,299,125,171
"220","18062","Aberdeen St & Randolph St",41.8841655,-87.6542751666667,224,252,105,106,118,146,476,264,211
"221","18067","Walsh Park",41.9146416666667,-87.6679263333333,191,139,59,43,128,93,330,221,102
"222","18069","Cherry Ave & Blackhawk St",41.9072526666667,-87.655603,51,46,20,20,31,26,97,57,40
"223","20.0","Damen Ave & Wabansia Ave",41.91,-87.68,57,44,57,44,0,0,101,0,101
"224","20101","Summit Ave & 86th St",41.7378548333333,-87.644856,1,2,1,2,0,0,3,0,3
"225","20102","Loomis St & 89th St",41.732555151,-87.658053994,8,3,6,2,1,0,11,0,8
"226","20103","Prospect Sq & 91st St",41.7279645,-87.6676576666667,4,5,4,4,0,0,9,0,8
